ACCESSION,NAME,TAXONOMY,ORIGIN,REPOSITORY,IMAGE,AVAILABILITY,RECEIVED,SOURCE TYPE,SOURCE DATE,COLLECTION SITE,COORDINATES,ELEVATION,HABITAT,IMPROVEMENT STATUS,NARRATIVE,NA,Var.18,Genus,Rank,Infraspecific,Species,Taxon
PI 589768,GMAL 2369,Malus coronaria (L.) Mill.,"North Carolina, United States",GEN,,Add to cart,1987,COLLECTED,8/26/1987,"N. Carolina, Clay co, 0.7 mi S.E. from Hwy 64 on U.S. Forest Service Rd 71.  Roadside in open grassy area.",,,,,"Comments: 25 ft. tall, 5 cm diameter.  4 trunks from same root system, 3 quite large.  Many fruit.",1019988,PI 589768,Malus,,,Malus coronaria,Malus coronaria  
PI 589976,GMAL 2892,Malus coronaria (L.) Mill.,"Ontario, Canada",GEN,,Add to cart,1988,COLLECTED,8/26/1988,"Canada, Ontario, Middlesex Co., 0.15 mi. W. of junction with Hwy 73 on Concession 11, the first road S. of Hwy 401, Middlesex County Forest.",,,,,"Comments: 8 ft. high, 2 inch diam. at base, 5 fruit; two trees at forest edge, Aspen, pine, fir, Crataegus.",1022430,PI 589976,Malus,,,Malus coronaria,Malus coronaria  
PI 589977,GMAL 2893,Malus coronaria (L.) Mill.,"Ontario, Canada",GEN,,Add to cart,1988,COLLECTED,8/26/1988,"Canada, Ontario, Elgin Co., 0.1 mi. W. from Hwy 35 on Co. Rd. 56, Conc VII just past Orville Cemetery, N. roadside, disturbed area.",,,,,"Comments: 8 ft. tall, 12 ft. wide; 2 inches diam trunk; odd assortment of escaped Malus domestica, Crataegus, Rhus, milkweed.",1022433,PI 589977,Malus,,,Malus coronaria,Malus coronaria  
PI 589982,GMAL 2899,Malus coronaria (L.) Mill.,"Ontario, Canada",GEN,,Add to cart,1988,COLLECTED,8/28/1988,"Canada, Ontario, Kent Co., 1.4 mi. from Hwy 21 on Conc. 1. Sandy soil, reddish; S. of Thames River, E.l of Howard Tp. Dump, N. roadside.",,,,,"Comments: 8 ft. tall, 10 ft. broad, 1 1/2 inch diameter, lone tree at forest edge; scion and fruit; Beech, Crataegus, Oak.",1022461,PI 589982,Malus,,,Malus coronaria,Malus coronaria  
PI 589983,GMAL 2901,Malus coronaria (L.) Mill.,"Ontario, Canada",GEN,,Add to cart,1988,COLLECTED,8/28/1988,"Canada, Ontario, Essex Co., 0.7 mi. E. on R3 W. Gosfield south from Co. Rd. 23, going toward Jack Miner. Dry woods - about 0.1 mi. W. of this side, 10+ smaller fruitless trees.",,,,,"Comments: 15 ft. high, fruit.",1022469,PI 589983,Malus,,,Malus coronaria,Malus coronaria  
PI 589987,GMAL 2905,Malus coronaria (L.) Mill.,"Michigan, United States",GEN,,Add to cart,1988,COLLECTED,8/29/1988,"Michigan, Livingston Co., N. of Oak Grove, 0.5 mi. from junction with Fisher on Jones Rd. Roadside population 50+.",,,,,"Comments: 18 ft. tall, 2 l/2 inch diam., scion, fruit; Daucas, Euphorbiacrae.",1022486,PI 589987,Malus,,,Malus coronaria,Malus coronaria  
PI 589988,GMAL 2906,Malus coronaria (L.) Mill.,"Michigan, United States",GEN,,Add to cart,1988,COLLECTED,8/30/1988,"Michigan, Berrien Co., 0.1 mi. W. of Creek Rd. on Stafford Rd. 4 trees at fence row, S. roadside.",,,,,"Comments: 8 ft. tall, 3 inch diam., scion and fruit; Poison Ivy, Rugus, Juglans.",1022491,PI 589988,Malus,,,Malus coronaria,Malus coronaria  
PI 589989,GMAL 2907,Malus coronaria (L.) Mill.,"Michigan, United States",GEN,,Add to cart,1988,COLLECTED,8/30/1988,"Michigan, Berrien Co., Warren Woods Natural Area.",,,,,"Comments: 30 ft. tall, 4 inch diam., very slender; in open area with Rhus, Crataegus, scion and fruit; climax forest, Beech, Maple.",1022492,PI 589989,Malus,,,Malus coronaria,Malus coronaria  
PI 589990,GMAL 2908,Malus coronaria (L.) Mill.,"Michigan, United States",GEN,,Add to cart,1988,COLLECTED,8/30/1988,"Michigan, Newago Co., 0.1 mi. N. on Cottonwood Rd., from Hwy 82, 1 large tree, several seedlings.",,,,,"Comments: 12 ft. high, 4 inch diam.; oak, pine Euphorbiacrae.",1022497,PI 589990,Malus,,,Malus coronaria,Malus coronaria  
PI 589991,GMAL 2909,Malus coronaria (L.) Mill.,"Michigan, United States",GEN,,Add to cart,1988,COLLECTED,8/31/1988,"Michigan, Midland Co., 0.9 mi. N. on 9 Mile Rd. from Olson Rd. E. roadside in powerline clearing, sandy soil.",,,,,"Comments: 6 ft. tall, 1 inch diam., fruit, scion; Willow, Fern, Spiraea.",1022500,PI 589991,Malus,,,Malus coronaria,Malus coronaria  
PI 589992,GMAL 2910,Malus coronaria (L.) Mill.,"Michigan, United States",GEN,,Add to cart,1988,COLLECTED,8/31/1988,"Michigan, Midland Co., 0.9 mi. N. on 9 Mile Rd. from Olson Rd., E. roadside in powerline clearing, sandy soil",,,,,"Comments: 4 ft. tall, 1 inch diam., fruit, scion; Willow, Fern, Spiraea.",1022507,PI 589992,Malus,,,Malus coronaria,Malus coronaria  
PI 589993,GMAL 2911,Malus coronaria (L.) Mill.,"Michigan, United States",GEN,,Add to cart,1988,COLLECTED,8/31/1988,"Michigan, Lapeer Co., on 5 Lakes Rd., 0.2 mi. N. from Daley Rd., W. roadside.  10(+) individuals.",,,,,"Comments: 10 ft. tall, 1 inch diam., fruit and scion.",1022510,PI 589993,Malus,,,Malus coronaria,Malus coronaria  
PI 589996,GMAL 2914,Malus coronaria (L.) Mill.,"Indiana, United States",GEN,,Add to cart,1988,COLLECTED,9/9/1988,"Indiana, Marion Co., North roadside on Hwy 74, W. of Indianapolis.",,,,,"Comments: 15 ft. high, 4 inch diam., scion and fruit; large population (100+) at fence row, south slope, steep.",1022527,PI 589996,Malus,,,Malus coronaria,Malus coronaria  
PI 590000,GMAL 2919,Malus coronaria (L.) Mill.,"Illinois, United States",GEN,,Add to cart,1988,COLLECTED,9/10/1988,"Illinois, Piatt Co., Monticello, near street in part, close to the courthouse.",,,,,"Comments: 40 ft. high, 5-6 inch diam., 3-4 trunks at base.",1022547,PI 590000,Malus,,,Malus coronaria,Malus coronaria  
PI 590014,GMAL 2937,Malus coronaria (L.) Mill.,"Nebraska, United States",GEN,,Add to cart,1988,COLLECTED,9/14/1988,"Nebraska, Richardson Co., N.E. of Barada, W. bank of the Missouri River; steep slope, wooded, edge of forest.",,,,,"Comments: 10 ft. high; 1 1/2 inch diam., no fruit, scion; 10+ fruitless.",1022619,PI 590014,Malus,,,Malus coronaria,Malus coronaria  
PI 590018,GMAL 2945,Malus coronaria (L.) Mill.,"Illinois, United States",GEN,,Add to cart,1988,COLLECTED,9/18/1988,"Illinois, Pope Co., 8.7 mi. W. of Hwy 45 on Mossac Co. 400 N., 1.4 mi. W. of Smithland Locks and Dam Ohio River turn- off, at edge of forest beyond recent clearing.",,,,,"Comments: 5 ft. high, fruitless, scion, felled coronaria with many new upright shoots.",1022649,PI 590018,Malus,,,Malus coronaria,Malus coronaria  
PI 590019,GMAL 2947,Malus coronaria (L.) Mill.,"Illinois, United States",GEN,,Add to cart,1988,COLLECTED,9/18/1988,"Illinois, Pope Co., 8.7 mi. W. of Hwy 45 on Mossac Co. 400 N., 1.4 mi. W. of Smithland Locks and Dam Ohio River turn- off. At edge of forest, beyond recent clearing.",,,,,"Comments: 30 ft. high, 7 inch diam. fruit, scion.  Felled coronaria with many new upright shoots.",1022657,PI 590019,Malus,,,Malus coronaria,Malus coronaria  
PI 590020,GMAL 2948,Malus coronaria (L.) Mill.,"Kentucky, United States",GEN,,Add to cart,1988,COLLECTED,9/19/1988,"Kentucky, Montgomery Co., on Hwy 213 E. roadside, 0.8 mi. S. from Spruce First Church of God. 4.9 mi. S. of Hwy 460 junction at Jeffersonville.   Population of 20+ at creek bed",,,,,"Comments: 20 ft. high, 6 inch diam.",1022660,PI 590020,Malus,,,Malus coronaria,Malus coronaria  
PI 590021,GMAL 2949,Malus coronaria (L.) Mill.,"Kentucky, United States",GEN,,Add to cart,1988,COLLECTED,9/19/1988,"Kentucky, Rowan Co., 7.8 mi. N. from junction with Hwy 799 on Hwy 377 E. roadside, W. of creek, 6+ trees.",,,,,"Comments: 15 ft. high, 3 inch diam., scion.",1022666,PI 590021,Malus,,,Malus coronaria,Malus coronaria  
PI 600129,GMAL 2954,Malus coronaria (L.) Mill.,"Ontario, Canada",GEN,,Add to cart,1988,COLLECTED,8/26/1988,"Elgin Co., 0.1 mi. W. from Hwy 35 on Co. Rd. 56, Concession VII just past Orville Cemetery, N. roadside.",,,"Disturbed area. Odd assortment of escaped Malus domestica, Crataegus, Rhus, milkweed.",WILD,"Tree 8 ft tall, 12 ft. wide; 2 inches diam. trunk.",1550341,PI 600129,Malus,,,Malus coronaria,Malus coronaria  
PI 600130,GMAL 2955,Malus coronaria (L.) Mill.,"Ontario, Canada",GEN,,Add to cart,1988,COLLECTED,8/26/1988,"Elgin Co., 0.1 mi. W. from Hwy 35 on Co. Rd. 56, Concession VII just past Orville Cemetery N. road-side.",,,"Disturbed area, 25 ft. E. of 637. Odd assortment of escaped Malus domestica. Crataegus, Rhus, milkweed.",WILD,"Tree 15 ft. high; 2 1/2 inches diam., scion and fruit.",1550342,PI 600130,Malus,,,Malus coronaria,Malus coronaria  
PI 600131,GMAL 2956,Malus coronaria (L.) Mill.,"Ontario, Canada",GEN,,Add to cart,1988,COLLECTED,8/27/1988,"Norfolk Co., Woodhouse TP. S. roadside, 0.5 mi. E. of junction with Hwy 6 on Lynn Valley Rd. Hardwood forest opposite side of road.",,,"Spreading hedgerow with Crataegus, ash, goldenrod.",WILD,"Tree 15 ft. high, 2 inches diam. at base. Fruit and scion.",1550343,PI 600131,Malus,,,Malus coronaria,Malus coronaria  
PI 600140,GMAL 2965,Malus coronaria (L.) Mill.,"Indiana, United States",GEN,,Add to cart,1988,COLLECTED,9/9/1988,"Marion Co., North roadside on Hwy 74, W. of Indianapolis.",,,"Large population 100+ at fence row, south slope, steep.",WILD,"Tree 15 ft. high, 4 inch diam., scion and fruit.",1550352,PI 600140,Malus,,,Malus coronaria,Malus coronaria  
PI 600239,GMAL 3066,Malus coronaria (L.) Mill.,"Michigan, United States",GEN,,Add to cart,1988,COLLECTED,8/29/1988,"Livingston Co. N. of Oak Grove, 0.5 mi. from junction with Fisher on Jones Rd., roadside.",,,Population 50+.,WILD,"Tree 10 ft. tall, 2 inch diam., scion and fruit.",1550833,PI 600239,Malus,,,Malus coronaria,Malus coronaria  
PI 600241,GMAL 3068,Malus coronaria (L.) Mill.,"Michigan, United States",GEN,,Add to cart,1988,COLLECTED,8/29/1988,"Livingston Co., N. of Oak Grove, 0.5 mi. from junction with Fisher on Jones Rd., roadside.",,,"Population 50+, with Daucas, Euphorbia.",WILD,"Tree 18 ft. tall, 2 inch diam., fruit, scion.",1550835,PI 600241,Malus,,,Malus coronaria,Malus coronaria  
PI 600244,GMAL 3071,Malus coronaria (L.) Mill.,"Michigan, United States",GEN,,Add to cart,1988,COLLECTED,8/30/1988,"Newago Co., 0.1 mi. N. on Cottonwood Rd. from Hwy 82.",,,"Oak, pine, Euphorbia.",WILD,"Tree 12 ft. high, 4 inch diam.",1550838,PI 600244,Malus,,,Malus coronaria,Malus coronaria  
PI 600245,GMAL 3072,Malus coronaria (L.) Mill.,"Michigan, United States",GEN,,Add to cart,1988,COLLECTED,8/30/1988,"Newago; 1.0 mi. E. of intersection of road to Croton on Elm St., E. roadside.",,,"Oak, sassafras, birch.",WILD,"Tree 20 ft. tall, 3 inch diam., fruit.",1550839,PI 600245,Malus,,,Malus coronaria,Malus coronaria  
PI 600246,GMAL 3073,Malus coronaria (L.) Mill.,"Michigan, United States",GEN,,Add to cart,1988,COLLECTED,8/30/1988,"Newago; 1.0 mi. E. of intersection of road to Croton on Elm St., E. roadside.",,,"Oak, sassafras, birch.",WILD,"Tree 20 ft. tall, 3 inch diam. fruit.",1550840,PI 600246,Malus,,,Malus coronaria,Malus coronaria  
PI 600247,GMAL 3074,Malus coronaria (L.) Mill.,"Michigan, United States",GEN,,Add to cart,1988,COLLECTED,8/31/1988,"Midland Co., 0.9 mi. N. on 9 Mile Rd., from Olson Rd., E. roadside in powerline clearing.",,,"Sandy soil; willow, fern, Spiraea.",WILD,"Tree 6 ft. tall, 1 inch diam., fruit, scion.",1550841,PI 600247,Malus,,,Malus coronaria,Malus coronaria  
PI 600248,GMAL 3075,Malus coronaria (L.) Mill.,"Michigan, United States",GEN,,Add to cart,1988,COLLECTED,8/31/1988,"Midland Co., 0.9 mi. N. on 9 Mile Rd. from Olsen Rd., E. roadside in powerline clearing.",,,"Sandy soil; willow, fern, Spiraea.",WILD,"Tree 4 ft. tall, 1 inch diam., fruit, scion.",1550842,PI 600248,Malus,,,Malus coronaria,Malus coronaria  
PI 613885,GMAL 2590.f,Malus coronaria (L.) Mill.,"New York, United States",GEN,,Add to cart,1987,COLLECTED,10/10/1987,"Tompkins Co., across from Early Bird Farm on Rt. 13, S. of Ithaca, E. side of road, 100 ft. from roadside.","42.43666667, -76.50833333",,,,,1600271,PI 613885,Malus,,,Malus coronaria,Malus coronaria  
PI 613890,GMAL 2826.f,Malus coronaria (L.) Mill.,"New York, United States",GEN,,Add to cart,1988,COLLECTED,10/10/1987,"Tompkins Co., 100 yds W. of Turkey Hill Rd./Mont Pleasant intersection on Mont Pleasant Rd., S. side, hedge- row.",,,,,,1600274,PI 613890,Malus,,,Malus coronaria,Malus coronaria  
PI 613891,GMAL 2954.f1,Malus coronaria (L.) Mill.,"Ontario, Canada",GEN,,Add to cart,1988,COLLECTED,8/26/1988,"Elgin Co., 0.1 mi. W. from Hwy 35 on Co. Rd. 56, Concession VII just past Orville Cemetery, N. roadside, disturbed area.",,,,,,1600275,PI 613891,Malus,,,Malus coronaria,Malus coronaria  
PI 613905,GMAL 3051.j1,Malus coronaria (L.) Mill.,"Illinois, United States",GEN,,Add to cart,1988,COLLECTED,9/10/1988,"Piatt Co., Monticello, near street in park; close to the Courthouse.","40.02777778, -88.57333333",,,,,1600323,PI 613905,Malus,,,Malus coronaria,Malus coronaria  
PI 613907,GMAL 3069.a1,Malus coronaria (L.) Mill.,"Michigan, United States",GEN,,Add to cart,1988,COLLECTED,8/30/1988,"Berrien Co., 0.1 mi. W. of Creek Rd. on Stafford Rd., 4 trees at fence row; S. roadside.",,,,,,1600324,PI 613907,Malus,,,Malus coronaria,Malus coronaria  
PI 691362,2017 PA009,Malus coronaria (L.) Mill.,"Pennsylvania, United States",GEN,,Add to cart,2017,DEVELOPED,17-Aug,,,,,,,2092824,PI 691362,Malus,,,Malus coronaria,Malus coronaria  
PI 691363,2017 PA010,Malus coronaria (L.) Mill.,"Pennsylvania, United States",GEN,,Add to cart,2017,COLLECTED,17-Aug,,,,,,,2092822,PI 691363,Malus,,,Malus coronaria,Malus coronaria  
PI 691364,2017 PA011,Malus coronaria (L.) Mill.,"Pennsylvania, United States",GEN,,Add to cart,2017,COLLECTED,17-Aug,,,,,,,2092825,PI 691364,Malus,,,Malus coronaria,Malus coronaria  
PI 691365,2017 PA020,Malus coronaria (L.) Mill.,"Pennsylvania, United States",GEN,,Add to cart,2017,COLLECTED,17-Aug,,,,,,,2092826,PI 691365,Malus,,,Malus coronaria,Malus coronaria  
PI 691366,2017 PA030,Malus coronaria (L.) Mill.,"Pennsylvania, United States",GEN,,Add to cart,2017,COLLECTED,17-Aug,,,,,,,2092823,PI 691366,Malus,,,Malus coronaria,Malus coronaria  
PI 588764,GMAL 59,Malus fusca (Raf.) C. K. Schneid.,"Oregon, United States",GEN,,Add to cart,1984,DONATED,8/20/1984,,,,,,,1001844,PI 588764,Malus,,,Malus fusca,Malus fusca  
PI 588931,GMAL 260,Malus fusca (Raf.) C. K. Schneid.,"Oregon, United States",GEN,,Add to cart,1984,DONATED,8/29/1984,,,,,,,1004833,PI 588931,Malus,,,Malus fusca,Malus fusca  
PI 589228,F-50,Malus fusca (Raf.) C. K. Schneid.,"New York, United States",GEN,,Add to cart,1985,DONATED,6/24/1985,,,,,,Comments: Flower:  single; small; white.  Leaves: lobed; larger than Malus fusca F-2.  See Malus fusca,1012350,PI 589228,Malus,,,Malus fusca,Malus fusca  
PI 589275,GMAL 1377,Malus fusca (Raf.) C. K. Schneid.,"District of Columbia, United States",GEN,,Add to cart,1983,DONATED,1/20/1983,,,,,,,1112247,PI 589275,Malus,,,Malus fusca,Malus fusca  
PI 589933,GMAL 2837,Malus fusca (Raf.) C. K. Schneid.,"Oregon, United States",GEN,,Add to cart,1988,COLLECTED,7/10/1988,"Ellmaker State Park, Lincoln Co., Oregon on Hwy 20 near edge of grass at top of bank above creek; with prunus, Crataegus.",,,,,"Comments: Tree ca. 5 cm. DBH, many secondary trunks",1022137,PI 589933,Malus,,,Malus fusca,Malus fusca  
PI 589935,GMAL 2841,Malus fusca (Raf.) C. K. Schneid.,"Oregon, United States",GEN,,Add to cart,1988,COLLECTED,7/10/1988,"South Beach State Park, Lincoln Co., Oregon, along old road to clearing off service road; in salal, Alnus, pine.",,,,,Comments: Several trees ca. 20 ft. high; fruit immature.,1022159,PI 589935,Malus,,,Malus fusca,Malus fusca  
PI 589936,GMAL 2843,Malus fusca (Raf.) C. K. Schneid.,"Oregon, United States",GEN,,Add to cart,1988,COLLECTED,7/10/1988,"In swamp off Hwy 101 at turnoff to South Beach State Park, Lincoln Co., Oregon.",,,,,"Comments: Small bent tree ca. 20 ft. high - With Alnus pine, Himalaya Berry, Crateagus, Rhododendron; many other trees/ bushes of M. fusca present.",1022170,PI 589936,Malus,,,Malus fusca,Malus fusca  
PI 589937,GMAL 2844,Malus fusca (Raf.) C. K. Schneid.,"Oregon, United States",GEN,,Add to cart,1988,COLLECTED,7/10/1988,"Ona Beach State Park, Lincoln Co., Oregon just N. of park- ing area, along rocks near water.",,,,,"Comments: Shrub ca. 1.5 cm. high, branches stiff, thick.  Plant nearly finished blooming, styles united at base.  Young leaves thick, pubescent.  This plant and several others at the site were definitely shrubby.  Others at the site were arboreous as were those seen earlier.",1022174,PI 589937,Malus,,,Malus fusca,Malus fusca  
PI 589938,GMAL 2845,Malus fusca (Raf.) C. K. Schneid.,"Oregon, United States",GEN,,Add to cart,1988,COLLECTED,7/10/1988,"Across from 2nd to southernmost entrance to Bardon State Park on Park Loop; between road and lagoon on steep, heavily vegetated slope.  Wirk, Alnus, Rhamnus, pine.",,,,,Comments: Tree ca. 25 ft. tall; no flowers or fruit observable.  A second tree in the same locality also lacked observable fruit.,1022184,PI 589938,Malus,,,Malus fusca,Malus fusca  
PI 589939,GMAL 2846,Malus fusca (Raf.) C. K. Schneid.,"California, United States",GEN,,Add to cart,1988,COLLECTED,7/11/1988,"Adjacent to sand dune off dirt road leading to ocean beach South of mouth of Smith River, Del Norte Co., CA.",,,,,"Comments: Shrubby tree with one main trunk, but branching profusely above.  Few fruit observable, nearby plant had fruit.",1022186,PI 589939,Malus,,,Malus fusca,Malus fusca  
PI 589941,GMAL 2848,Malus fusca (Raf.) C. K. Schneid.,"California, United States",GEN,,Add to cart,1988,COLLECTED,7/11/1988,"Trailhead on state park land on Kellogg Rd, about 200 m from beach, south of mouth of Smith River, Del Norte Co, CA.",,,,,"Comments: Large round tree ca. 30 ft. high, growing in marshy habitat, low drainage ditch for immediate area, ground presently firm but probably muddy most of the year; largest plant seen to date, plenty of fruit.",1022197,PI 589941,Malus,,,Malus fusca,Malus fusca  
PI 589975,GMAL 2891,Malus fusca (Raf.) C. K. Schneid.,"Alaska, United States",GEN,,Add to cart,1988,COLLECTED,,"Found in Scow Bay near Petersburg, Alaska.  Edge of woods, along the beach.",,,,,,1022422,PI 589975,Malus,,,Malus fusca,Malus fusca  
PI 590036,GMAL 3151,Malus fusca (Raf.) C. K. Schneid.,United States,GEN,,Add to cart,1989,COLLECTED,1980,,,,,,,1023439,PI 590036,Malus,,,Malus fusca,Malus fusca  
PI 590037,GMAL 3152,Malus fusca (Raf.) C. K. Schneid.,United States,GEN,,Add to cart,1989,COLLECTED,1981,,,,,,,1023440,PI 590037,Malus,,,Malus fusca,Malus fusca  
PI 590038,GMAL 3153,Malus fusca (Raf.) C. K. Schneid.,United States,GEN,,Add to cart,1989,COLLECTED,1981,,,,,,,1023443,PI 590038,Malus,,,Malus fusca,Malus fusca  
PI 590039,GMAL 3154,Malus fusca (Raf.) C. K. Schneid.,United States,GEN,,Add to cart,1989,COLLECTED,1981,,,,,,,1023444,PI 590039,Malus,,,Malus fusca,Malus fusca  
PI 594105,GMAL 3089,Malus fusca (Raf.) C. K. Schneid.,"Washington, United States",GEN,,Add to cart,1988,COLLECTED,11/20/1988,,,,In groves in swampy ground on both sides of road.,WILD,"Trees large, ca. 200cm. dbh. Fruit reddish, elongated.",1519454,PI 594105,Malus,,,Malus fusca,Malus fusca  
PI 600008,GMAL 1460,Malus fusca (Raf.) C. K. Schneid.,"Oregon, United States",GEN,,Add to cart,1985,DONATED,10/15/1985,,,,,,,1550454,PI 600008,Malus,,,Malus fusca,Malus fusca  
PI 600052,GMAL 2510,Malus fusca (Raf.) C. K. Schneid.,"Oregon, United States",GEN,,Add to cart,1987,DONATED,10/1/1987,,,,,,,1550498,PI 600052,Malus,,,Malus fusca,Malus fusca  
PI 600053,GMAL 2511,Malus fusca (Raf.) C. K. Schneid.,"Oregon, United States",GEN,,Add to cart,1987,DONATED,10/1/1987,,,,,,,1550499,PI 600053,Malus,,,Malus fusca,Malus fusca  
PI 600054,GMAL 2512,Malus fusca (Raf.) C. K. Schneid.,"Oregon, United States",GEN,,Add to cart,1987,DONATED,10/1/1987,,,,,,,1550500,PI 600054,Malus,,,Malus fusca,Malus fusca  
PI 600055,GMAL 2513,Malus fusca (Raf.) C. K. Schneid.,"Oregon, United States",GEN,,Add to cart,1987,DONATED,10/1/1987,,,,,,,1550501,PI 600055,Malus,,,Malus fusca,Malus fusca  
PI 600056,GMAL 2514,Malus fusca (Raf.) C. K. Schneid.,"Oregon, United States",GEN,,Add to cart,1987,DONATED,10/1/1987,,,,,,,1550502,PI 600056,Malus,,,Malus fusca,Malus fusca  
PI 600059,GMAL 2517,Malus fusca (Raf.) C. K. Schneid.,"Oregon, United States",GEN,,Add to cart,1987,DONATED,10/1/1987,,,,,,,1550389,PI 600059,Malus,,,Malus fusca,Malus fusca  
PI 600119,GMAL 2591,Malus fusca (Raf.) C. K. Schneid.,"Oregon, United States",GEN,,Add to cart,1987,COLLECTED,9/23/1987,"Ona Beach State Park, Rt. 101 CIR 10 km S. of Newport, Lincoln Co.",,,,WILD,"Multistem trees to 20 ft. tall; open pollinated fruit collected from four multistemmed trees; fruit (yellow) ripe to (brown) rotting, persistent <2 cm. long.",1550331,PI 600119,Malus,,,Malus fusca,Malus fusca  
