TAXON,GENUS,SPECIES,RANK,INFRASPECIFIC,ECO_NAME
Leymus villosissimus,Leymus,Leymus villosissimus,,,Northern Arctic
Juniperus communis,Juniperus,Juniperus communis,,,Taiga Cordillera
Larix laricina,Larix,Larix laricina,,,Taiga Cordillera
Kalmia microphylla,Kalmia,Kalmia microphylla,,,Taiga Cordillera
Opuntia fragilis,Opuntia,Opuntia fragilis,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Leymus innovatus,Leymus,Leymus innovatus,,,Yukon Plateau And Flats
Leymus cinereus,Leymus,Leymus cinereus,,,Fescue-Mixed Grass Prairie
Opuntia fragilis,Opuntia,Opuntia fragilis,,,Boreal Shield
Kalmia microphylla,Kalmia,Kalmia microphylla,,,Montane Cordillera
Juniperus communis var. depressa,Juniperus,Juniperus communis,var.,depressa,Superior Mixed Forest
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,Superior Mixed Forest
Mahonia aquifolium,Mahonia,Mahonia aquifolium,,,Northern Appalachian / Acadian
Lathyrus palustris,Lathyrus,Lathyrus palustris,,,Superior Mixed Forest
Linum lewisii,Linum,Linum lewisii,,,Yukon Plateau And Flats
Kalmia microphylla var. microphylla,Kalmia,Kalmia microphylla,var.,microphylla,Hudson Plains
Lathyrus venosus,Lathyrus,Lathyrus venosus,,,Fescue-Mixed Grass Prairie
Lonicera utahensis,Lonicera,Lonicera utahensis,,,Pacific Northwest Coast
Opuntia fragilis,Opuntia,Opuntia fragilis,,,Montane Cordillera
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,Northern Great Plains Steppe
Linum lewisii,Linum,Linum lewisii,,,Taiga Plains
Lactuca pulchella,Lactuca,Lactuca pulchella,,,Northern Great Plains Steppe
Linum medium,Linum,Linum medium,,,Great Lakes
Lupinus littoralis,Lupinus,Lupinus littoralis,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Lonicera involucrata,Lonicera,Lonicera involucrata,,,Northern Appalachian / Acadian
Larix occidentalis,Larix,Larix occidentalis,,,Montane Cordillera
Opuntia fragilis,Opuntia,Opuntia fragilis,,,Northern Tallgrass Prairie
Linum lewisii,Linum,Linum lewisii,,,Alaska Range
Lomatium foeniculaceum,Lomatium,Lomatium foeniculaceum,,,Northern Great Plains Steppe
Lonicera involucrata var. involucrata,Lonicera,Lonicera involucrata,var.,involucrata,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Kalmia microphylla var. occidentalis,Kalmia,Kalmia microphylla,var.,occidentalis,North Cascades
Lomatium geyeri,Lomatium,Lomatium geyeri,,,Canadian Rocky Mountains
Lathyrus palustris,Lathyrus,Lathyrus palustris,,,Pacific Northwest Coast
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Taiga Plains
Linum perenne,Linum,Linum perenne,,,Okanagan
Larix laricina,Larix,Larix laricina,,,Montane Cordillera
Lathyrus nevadensis,Lathyrus,Lathyrus nevadensis,,,North Cascades
Morus rubra,Morus,Morus rubra,,,Great Lakes
Lomatium ambiguum,Lomatium,Lomatium ambiguum,,,Canadian Rocky Mountains
Myrica gale,Myrica,Myrica gale,,,Boreal Cordillera
Opuntia fragilis,Opuntia,Opuntia fragilis,,,Canadian Rocky Mountains
Lomatium nudicaule,Lomatium,Lomatium nudicaule,,,North Cascades
Lathyrus palustris,Lathyrus,Lathyrus palustris,,,Aspen Parkland
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,Pacific Northwest Coast
Lupinus littoralis,Lupinus,Lupinus littoralis,,,North Cascades
Kalmia microphylla var. occidentalis,Kalmia,Kalmia microphylla,var.,occidentalis,Pacific Northwest Coast
Sinomalus fusca,Sinomalus,Sinomalus fusca,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Lomatium foeniculaceum,Lomatium,Lomatium foeniculaceum,,,Boreal Plains
Lomatium nudicaule,Lomatium,Lomatium nudicaule,,,Pacific Northwest Coast
Mahonia aquifolium,Mahonia,Mahonia aquifolium,,,St. Lawrence - Champlain Valley
Melica subulata,Melica,Melica subulata,,,Pacific Northwest Coast
Mahonia nervosa,Mahonia,Mahonia nervosa,,,Canadian Rocky Mountains
Lomatium nudicaule,Lomatium,Lomatium nudicaule,,,Okanagan
Mahonia aquifolium,Mahonia,Mahonia aquifolium,,,Boreal Shield
Leymus mollis,Leymus,Leymus mollis,,,North Cascades
Lomatium foeniculaceum,Lomatium,Lomatium foeniculaceum,,,Fescue-Mixed Grass Prairie
Mahonia repens,Mahonia,Mahonia repens,,,Great Lakes
Lathyrus littoralis,Lathyrus,Lathyrus littoralis,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Lomatium dissectum,Lomatium,Lomatium dissectum,,,Northern Great Plains Steppe
Opuntia fragilis,Opuntia,Opuntia fragilis,,,Pacific Northwest Coast
Juniperus scopulorum,Juniperus,Juniperus scopulorum,,,Aspen Parkland
Juniperus scopulorum,Juniperus,Juniperus scopulorum,,,Fescue-Mixed Grass Prairie
Lonicera involucrata,Lonicera,Lonicera involucrata,,,Great Lakes
Juniperus communis var. megistocarpa,Juniperus,Juniperus communis,var.,megistocarpa,Northern Appalachian / Acadian
Leymus mollis,Leymus,Leymus mollis,,,St. Lawrence - Champlain Valley
Leymus mollis,Leymus,Leymus mollis,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Micromeria douglasii,Micromeria,Micromeria douglasii,,,North Cascades
Juniperus communis var. depressa,Juniperus,Juniperus communis,var.,depressa,Western Taiga Shield
Juniperus communis,Juniperus,Juniperus communis,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Leymus cinereus,Leymus,Leymus cinereus,,,Canadian Rocky Mountains
Kalmia microphylla var. microphylla,Kalmia,Kalmia microphylla,var.,microphylla,Boreal Cordillera
Melica subulata,Melica,Melica subulata,,,Canadian Rocky Mountains
Lonicera involucrata var. involucrata,Lonicera,Lonicera involucrata,var.,involucrata,North Cascades
Linum lewisii,Linum,Linum lewisii,,,Western Taiga Shield
Kalmia microphylla var. occidentalis,Kalmia,Kalmia microphylla,var.,occidentalis,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Linum lewisii,Linum,Linum lewisii,,,Northern Tallgrass Prairie
Melica subulata,Melica,Melica subulata,,,Okanagan
Lathyrus palustris,Lathyrus,Lathyrus palustris,,,Boreal Shield
Lonicera involucrata,Lonicera,Lonicera involucrata,,,Hudson Plains
Lonicera involucrata,Lonicera,Lonicera involucrata,,,Superior Mixed Forest
Linum lewisii,Linum,Linum lewisii,,,Southern Arctic
Juniperus communis var. charlottensis,Juniperus,Juniperus communis,var.,charlottensis,S.E. Alaska - B.C. Coastal Forest And Mountains
Monarda fistulosa,Monarda,Monarda fistulosa,,,Montane Cordillera
Kalmia microphylla,Kalmia,Kalmia microphylla,,,Boreal Plains
Larix laricina,Larix,Larix laricina,,,Eastern Taiga Shield
Linum lewisii,Linum,Linum lewisii,,,Northern Arctic
Lathyrus palustris,Lathyrus,Lathyrus palustris,,,Hudson Plains
Lactuca pulchella,Lactuca,Lactuca pulchella,,,Hudson Plains
Nymphaea tetragona,Nymphaea,Nymphaea tetragona,,,Taiga Plains
Mentha canadensis,Mentha,Mentha canadensis,,,Montane Cordillera
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,Superior Mixed Forest
Oenanthe sarmentosa,Oenanthe,Oenanthe sarmentosa,,,North Cascades
Lomatium macrocarpum,Lomatium,Lomatium macrocarpum,,,Montane Cordillera
Opuntia polyacantha,Opuntia,Opuntia polyacantha,,,Okanagan
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Montane Cordillera
Leymus mollis,Leymus,Leymus mollis,,,Arctic Cordillera
Leymus mollis subsp. mollis,Leymus,Leymus mollis,subsp.,mollis,Northern Appalachian / Acadian
Leymus mollis subsp. mollis,Leymus,Leymus mollis,subsp.,mollis,Boreal Shield
Leymus mollis subsp. mollis,Leymus,Leymus mollis,subsp.,mollis,Eastern Taiga Shield
Leymus villosissimus,Leymus,Leymus villosissimus,,,Hudson Plains
Leymus mollis subsp. mollis,Leymus,Leymus mollis,subsp.,mollis,Arctic Cordillera
Leymus villosissimus,Leymus,Leymus villosissimus,,,Eastern Taiga Shield
Leymus innovatus,Leymus,Leymus innovatus,,,Alaska-Yukon Arctic
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,Hudson Plains
Monarda fistulosa var. fistulosa,Monarda,Monarda fistulosa,var.,fistulosa,St. Lawrence - Champlain Valley
Monarda fistulosa,Monarda,Monarda fistulosa,,,Okanagan
Leymus mollis subsp. mollis,Leymus,Leymus mollis,subsp.,mollis,Hudson Plains
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Okanagan
Kalmia microphylla,Kalmia,Kalmia microphylla,,,Boreal Cordillera
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,Aspen Parkland
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,Boreal Plains
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,Fescue-Mixed Grass Prairie
Monarda fistulosa,Monarda,Monarda fistulosa,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,St. Lawrence - Champlain Valley
Magnolia acuminata,Magnolia,Magnolia acuminata,,,St. Lawrence - Champlain Valley
Leymus innovatus,Leymus,Leymus innovatus,,,Taiga Plains
Linum lewisii var. lepagei,Linum,Linum lewisii,var.,lepagei,Hudson Plains
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,St. Lawrence - Champlain Valley
Mitchella repens,Mitchella,Mitchella repens,,,Superior Mixed Forest
Lomatium macrocarpum,Lomatium,Lomatium macrocarpum,,,Aspen Parkland
Lomatium macrocarpum,Lomatium,Lomatium macrocarpum,,,Northern Great Plains Steppe
Lomatium dissectum,Lomatium,Lomatium dissectum,,,Boreal Plains
Opuntia polyacantha var. polyacantha,Opuntia,Opuntia polyacantha,var.,polyacantha,Fescue-Mixed Grass Prairie
Juniperus communis,Juniperus,Juniperus communis,,,Southern Arctic
Oplopanax horridus,Oplopanax,Oplopanax horridus,,,Boreal Cordillera
Maianthemum racemosum,Maianthemum,Maianthemum racemosum,,,Boreal Cordillera
Larix laricina,Larix,Larix laricina,,,Fescue-Mixed Grass Prairie
Juniperus communis var. depressa,Juniperus,Juniperus communis,var.,depressa,Canadian Rocky Mountains
Nymphaea tetragona,Nymphaea,Nymphaea tetragona,,,Boreal Shield
Nymphaea tetragona,Nymphaea,Nymphaea tetragona,,,Great Lakes
Larix laricina,Larix,Larix laricina,,,Yukon Plateau And Flats
Nymphaea tetragona,Nymphaea,Nymphaea tetragona,,,Western Taiga Shield
Leymus innovatus,Leymus,Leymus innovatus,,,Aspen Parkland
Leymus innovatus,Leymus,Leymus innovatus,,,Taiga Cordillera
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Hudson Plains
Lomatium nudicaule,Lomatium,Lomatium nudicaule,,,Montane Cordillera
Opuntia fragilis,Opuntia,Opuntia fragilis,,,Great Lakes
Lonicera involucrata var. involucrata,Lonicera,Lonicera involucrata,var.,involucrata,Montane Cordillera
Juniperus communis,Juniperus,Juniperus communis,,,Alaska-Yukon Arctic
Oplopanax horridus,Oplopanax,Oplopanax horridus,,,Fescue-Mixed Grass Prairie
Linum lewisii,Linum,Linum lewisii,,,Boreal Shield
Maianthemum stellatum,Maianthemum,Maianthemum stellatum,,,Taiga Cordillera
Opuntia polyacantha var. polyacantha,Opuntia,Opuntia polyacantha,var.,polyacantha,Northern Great Plains Steppe
Kalmia microphylla var. microphylla,Kalmia,Kalmia microphylla,var.,microphylla,Montane Cordillera
Kalmia microphylla var. occidentalis,Kalmia,Kalmia microphylla,var.,occidentalis,S.E. Alaska - B.C. Coastal Forest And Mountains
Lupinus nootkatensis,Lupinus,Lupinus nootkatensis,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Lupinus nootkatensis,Lupinus,Lupinus nootkatensis,,,Pacific Northwest Coast
Juniperus communis var. depressa,Juniperus,Juniperus communis,var.,depressa,North Cascades
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,Northern Arctic
Juniperus scopulorum,Juniperus,Juniperus scopulorum,,,Northern Great Plains Steppe
Leymus mollis subsp. mollis,Leymus,Leymus mollis,subsp.,mollis,Alaska-Yukon Arctic
Leymus mollis subsp. mollis,Leymus,Leymus mollis,subsp.,mollis,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Opuntia polyacantha var. polyacantha,Opuntia,Opuntia polyacantha,var.,polyacantha,Aspen Parkland
Nuphar polysepalum,Nuphar,Nuphar polysepalum,,,Boreal Plains
Lonicera utahensis,Lonicera,Lonicera utahensis,,,Montane Cordillera
Juniperus communis var. saxatilis,Juniperus,Juniperus communis,var.,saxatilis,Aspen Parkland
Kalmia microphylla var. microphylla,Kalmia,Kalmia microphylla,var.,microphylla,Canadian Rocky Mountains
Lactuca pulchella,Lactuca,Lactuca pulchella,,,Canadian Rocky Mountains
Lysichiton americanus,Lysichiton,Lysichiton americanus,,,St. Lawrence - Champlain Valley
Myrica gale,Myrica,Myrica gale,,,Eastern Taiga Shield
Lupinus polyphyllus,Lupinus,Lupinus polyphyllus,,,Eastern Taiga Shield
Myrica gale,Myrica,Myrica gale,,,Taiga Plains
Lathyrus venosus,Lathyrus,Lathyrus venosus,,,Northern Great Plains Steppe
Leymus mollis subsp. mollis,Leymus,Leymus mollis,subsp.,mollis,Pacific Northwest Coast
Lathyrus venosus,Lathyrus,Lathyrus venosus,,,Canadian Rocky Mountains
Monarda fistulosa var. menthifolia,Monarda,Monarda fistulosa,var.,menthifolia,Canadian Rocky Mountains
Nuphar polysepalum,Nuphar,Nuphar polysepalum,,,Superior Mixed Forest
Mahonia nervosa,Mahonia,Mahonia nervosa,,,Montane Cordillera
Lathyrus nevadensis,Lathyrus,Lathyrus nevadensis,,,Montane Cordillera
Leymus mollis,Leymus,Leymus mollis,,,Alaska-Yukon Arctic
Nuphar polysepalum,Nuphar,Nuphar polysepalum,,,Taiga Cordillera
Lomatium foeniculaceum,Lomatium,Lomatium foeniculaceum,,,Aspen Parkland
Juniperus scopulorum,Juniperus,Juniperus scopulorum,,,North Cascades
Juniperus communis var. depressa,Juniperus,Juniperus communis,var.,depressa,Hudson Plains
Lomatium triternatum,Lomatium,Lomatium triternatum,,,Fescue-Mixed Grass Prairie
Lomatium ambiguum,Lomatium,Lomatium ambiguum,,,North Cascades
Morus rubra,Morus,Morus rubra,,,Boreal Shield
Linum lewisii,Linum,Linum lewisii,,,Taiga Cordillera
Kalmia microphylla,Kalmia,Kalmia microphylla,,,Southern Arctic
Kalmia microphylla,Kalmia,Kalmia microphylla,,,Taiga Plains
Leymus mollis subsp. mollis,Leymus,Leymus mollis,subsp.,mollis,Great Lakes
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Taiga Cordillera
Kalmia microphylla,Kalmia,Kalmia microphylla,,,Western Taiga Shield
Myrica gale,Myrica,Myrica gale,,,Canadian Rocky Mountains
Lathyrus palustris,Lathyrus,Lathyrus palustris,,,Northern Tallgrass Prairie
Lonicera ciliosa,Lonicera,Lonicera ciliosa,,,Taiga Plains
Kalmia microphylla var. microphylla,Kalmia,Kalmia microphylla,var.,microphylla,Okanagan
Kalmia microphylla var. microphylla,Kalmia,Kalmia microphylla,var.,microphylla,S.E. Alaska - B.C. Coastal Forest And Mountains
Oemleria cerasiformis,Oemleria,Oemleria cerasiformis,,,Canadian Rocky Mountains
Lupinus littoralis,Lupinus,Lupinus littoralis,,,Okanagan
Kalmia microphylla var. occidentalis,Kalmia,Kalmia microphylla,var.,occidentalis,Montane Cordillera
Leymus innovatus,Leymus,Leymus innovatus,,,Pacific Northwest Coast
Maianthemum dilatatum,Maianthemum,Maianthemum dilatatum,,,Montane Cordillera
Leymus mollis subsp. mollis,Leymus,Leymus mollis,subsp.,mollis,Boreal Cordillera
Juniperus horizontalis,Juniperus,Juniperus horizontalis,,,Alaska Range
Monarda fistulosa,Monarda,Monarda fistulosa,,,Taiga Plains
Lactuca pulchella,Lactuca,Lactuca pulchella,,,Montane Cordillera
Leymus mollis subsp. mollis,Leymus,Leymus mollis,subsp.,mollis,Southern Arctic
Lysichiton americanus,Lysichiton,Lysichiton americanus,,,Boreal Cordillera
Lupinus nootkatensis,Lupinus,Lupinus nootkatensis,,,North Cascades
Lathyrus japonicus,Lathyrus,Lathyrus japonicus,,,Alaska-Yukon Arctic
Leymus mollis subsp. mollis,Leymus,Leymus mollis,subsp.,mollis,S.E. Alaska - B.C. Coastal Forest And Mountains
Kalmia microphylla var. microphylla,Kalmia,Kalmia microphylla,var.,microphylla,North Cascades
Monarda fistulosa var. menthifolia,Monarda,Monarda fistulosa,var.,menthifolia,Okanagan
Lupinus littoralis,Lupinus,Lupinus littoralis,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Leymus cinereus,Leymus,Leymus cinereus,,,Montane Cordillera
Leymus mollis subsp. mollis,Leymus,Leymus mollis,subsp.,mollis,Okanagan
Lupinus nootkatensis,Lupinus,Lupinus nootkatensis,,,Montane Cordillera
Leymus mollis subsp. mollis,Leymus,Leymus mollis,subsp.,mollis,North Cascades
Nicotiana attenuata,Nicotiana,Nicotiana attenuata,,,Montane Cordillera
Melica bulbosa,Melica,Melica bulbosa,,,Okanagan
Melica subulata,Melica,Melica subulata,,,Montane Cordillera
Lathyrus palustris,Lathyrus,Lathyrus palustris,,,Taiga Plains
Leymus innovatus,Leymus,Leymus innovatus,,,North Cascades
Larix laricina,Larix,Larix laricina,,,North Cascades
Lupinus polyphyllus var. polyphyllus,Lupinus,Lupinus polyphyllus,var.,polyphyllus,Montane Cordillera
Nicotiana attenuata,Nicotiana,Nicotiana attenuata,,,Okanagan
Lathyrus palustris,Lathyrus,Lathyrus palustris,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Linum perenne,Linum,Linum perenne,,,Aspen Parkland
Melica subulata,Melica,Melica subulata,,,Boreal Plains
Leymus innovatus subsp. innovatus,Leymus,Leymus innovatus,subsp.,innovatus,Boreal Cordillera
Kalmia microphylla var. occidentalis,Kalmia,Kalmia microphylla,var.,occidentalis,Boreal Cordillera
Lactuca pulchella,Lactuca,Lactuca pulchella,,,Pacific Northwest Coast
Mahonia repens,Mahonia,Mahonia repens,,,Montane Cordillera
Lilium columbianum,Lilium,Lilium columbianum,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Leymus innovatus,Leymus,Leymus innovatus,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Kalmia microphylla var. occidentalis,Kalmia,Kalmia microphylla,var.,occidentalis,Canadian Rocky Mountains
Lupinus nootkatensis var. nootkatensis,Lupinus,Lupinus nootkatensis,var.,nootkatensis,Boreal Cordillera
Leymus villosissimus,Leymus,Leymus villosissimus,,,Alaska-Yukon Arctic
Lonicera ciliosa,Lonicera,Lonicera ciliosa,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Sinomalus fusca,Sinomalus,Sinomalus fusca,,,Montane Cordillera
Leymus innovatus subsp. innovatus,Leymus,Leymus innovatus,subsp.,innovatus,Taiga Cordillera
Lomatium foeniculaceum subsp. foeniculaceum,Lomatium,Lomatium foeniculaceum,subsp.,foeniculaceum,Northern Great Plains Steppe
Leymus innovatus subsp. innovatus,Leymus,Leymus innovatus,subsp.,innovatus,Alaska-Yukon Arctic
Lonicera utahensis,Lonicera,Lonicera utahensis,,,Boreal Plains
Juniperus communis var. depressa,Juniperus,Juniperus communis,var.,depressa,Southern Arctic
Juniperus communis var. depressa,Juniperus,Juniperus communis,var.,depressa,Eastern Taiga Shield
Larix laricina,Larix,Larix laricina,,,Southern Arctic
Leymus innovatus subsp. velutinus,Leymus,Leymus innovatus,subsp.,velutinus,Alaska-Yukon Arctic
Leymus mollis subsp. mollis,Leymus,Leymus mollis,subsp.,mollis,Northern Arctic
Linum sulcatum,Linum,Linum sulcatum,,,Aspen Parkland
Lupinus nootkatensis var. nootkatensis,Lupinus,Lupinus nootkatensis,var.,nootkatensis,Montane Cordillera
Leymus villosissimus,Leymus,Leymus villosissimus,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Melica bulbosa,Melica,Melica bulbosa,,,Montane Cordillera
Linum lewisii var. lewisii,Linum,Linum lewisii,var.,lewisii,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Lupinus nootkatensis var. nootkatensis,Lupinus,Lupinus nootkatensis,var.,nootkatensis,S.E. Alaska - B.C. Coastal Forest And Mountains
Lupinus nootkatensis,Lupinus,Lupinus nootkatensis,,,Okanagan
Juniperus communis var. saxatilis,Juniperus,Juniperus communis,var.,saxatilis,Boreal Cordillera
Leymus triticoides,Leymus,Leymus triticoides,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Linum lewisii var. lewisii,Linum,Linum lewisii,var.,lewisii,Boreal Cordillera
Lathyrus nevadensis var. nevadensis,Lathyrus,Lathyrus nevadensis,var.,nevadensis,Montane Cordillera
Monarda fistulosa var. mollis,Monarda,Monarda fistulosa,var.,mollis,Okanagan
Lathyrus nevadensis var. nevadensis,Lathyrus,Lathyrus nevadensis,var.,nevadensis,Pacific Northwest Coast
Linum lewisii var. lewisii,Linum,Linum lewisii,var.,lewisii,Okanagan
Linum lewisii var. lewisii,Linum,Linum lewisii,var.,lewisii,Canadian Rocky Mountains
Lupinus nootkatensis,Lupinus,Lupinus nootkatensis,,,Alaska Range
Leymus innovatus,Leymus,Leymus innovatus,,,Okanagan
